V2	V3	Species	taxid
SRR15115267.14393366	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.12480780	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.13188195	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115267.20630773	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.10187808	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.8896339	Thalassotalea sp. PS06 (taxid 2594005)	Thalassotalea sp. PS06	2594005
SRR15115267.11242202	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.6726995	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.18098848	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.4746888	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.11621637	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.16528714	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.20764421	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.14411317	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.2703533	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.5506325	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.5506509	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.16306565	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.16307021	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.10231533	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.14593585	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.18150768	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.14924540	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.4513528	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.6413362	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.19306171	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.16552131	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.18791659	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.7529975	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.15033218	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.17131242	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.20325295	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115267.19815496	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.5718221	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.3036033	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.17097826	Halomonas sp. JS92-SW72 (taxid 2306583)	Halomonas sp. JS92-SW72	2306583
SRR15115267.7486967	Halomonas sp. JS92-SW72 (taxid 2306583)	Halomonas sp. JS92-SW72	2306583
SRR15115267.4819459	Halomonas sp. JS92-SW72 (taxid 2306583)	Halomonas sp. JS92-SW72	2306583
SRR15115267.11605577	Halomonas sp. JS92-SW72 (taxid 2306583)	Halomonas sp. JS92-SW72	2306583
SRR15115267.17754149	Halomonas sp. JS92-SW72 (taxid 2306583)	Halomonas sp. JS92-SW72	2306583
SRR15115267.4325568	Halomonas sp. JS92-SW72 (taxid 2306583)	Halomonas sp. JS92-SW72	2306583
SRR15115267.6328444	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.20978104	Hydrogenophaga sp. NH-16 (taxid 2184519)	Hydrogenophaga sp. NH-16	2184519
SRR15115267.21325079	Halomonas sp. JS92-SW72 (taxid 2306583)	Halomonas sp. JS92-SW72	2306583
SRR15115267.5372666	Halomonas sp. JS92-SW72 (taxid 2306583)	Halomonas sp. JS92-SW72	2306583
SRR15115267.5010560	Hydrogenophaga sp. NH-16 (taxid 2184519)	Hydrogenophaga sp. NH-16	2184519
SRR15115267.1118277	Hydrogenophaga sp. NH-16 (taxid 2184519)	Hydrogenophaga sp. NH-16	2184519
SRR15115267.2385751	Hydrogenophaga sp. NH-16 (taxid 2184519)	Hydrogenophaga sp. NH-16	2184519
SRR15115267.11149440	Hydrogenophaga sp. NH-16 (taxid 2184519)	Hydrogenophaga sp. NH-16	2184519
SRR15115267.13358854	Hydrogenophaga sp. NH-16 (taxid 2184519)	Hydrogenophaga sp. NH-16	2184519
SRR15115267.915831	Hydrogenophaga sp. NH-16 (taxid 2184519)	Hydrogenophaga sp. NH-16	2184519
SRR15115267.8654962	Hydrogenophaga sp. NH-16 (taxid 2184519)	Hydrogenophaga sp. NH-16	2184519
SRR15115267.15212902	Hydrogenophaga sp. NH-16 (taxid 2184519)	Hydrogenophaga sp. NH-16	2184519
SRR15115267.7638518	Hydrogenophaga sp. NH-16 (taxid 2184519)	Hydrogenophaga sp. NH-16	2184519
SRR15115267.1956340	Hydrogenophaga sp. NH-16 (taxid 2184519)	Hydrogenophaga sp. NH-16	2184519
SRR15115267.496464	Halomonas sp. JS92-SW72 (taxid 2306583)	Halomonas sp. JS92-SW72	2306583
SRR15115267.587475	Hydrogenophaga sp. NH-16 (taxid 2184519)	Hydrogenophaga sp. NH-16	2184519
SRR15115267.12544948	Hydrogenophaga sp. NH-16 (taxid 2184519)	Hydrogenophaga sp. NH-16	2184519
SRR15115267.6898628	Hydrogenophaga sp. NH-16 (taxid 2184519)	Hydrogenophaga sp. NH-16	2184519
SRR15115267.8984439	Halomonas sp. JS92-SW72 (taxid 2306583)	Halomonas sp. JS92-SW72	2306583
SRR15115267.5315250	Hydrogenophaga sp. NH-16 (taxid 2184519)	Hydrogenophaga sp. NH-16	2184519
SRR15115267.3088644	Halomonas sp. JS92-SW72 (taxid 2306583)	Halomonas sp. JS92-SW72	2306583
SRR15115267.17968897	Hydrogenophaga sp. NH-16 (taxid 2184519)	Hydrogenophaga sp. NH-16	2184519
SRR15115267.7238433	Hydrogenophaga sp. NH-16 (taxid 2184519)	Hydrogenophaga sp. NH-16	2184519
SRR15115267.3930177	Halomonas sp. JS92-SW72 (taxid 2306583)	Halomonas sp. JS92-SW72	2306583
SRR15115267.18503639	Halomonas sp. JS92-SW72 (taxid 2306583)	Halomonas sp. JS92-SW72	2306583
SRR15115267.21286950	Halomonas sp. JS92-SW72 (taxid 2306583)	Halomonas sp. JS92-SW72	2306583
SRR15115267.11488124	Halomonas sp. JS92-SW72 (taxid 2306583)	Halomonas sp. JS92-SW72	2306583
SRR15115267.5222142	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115267.21291389	Halomonas sp. JS92-SW72 (taxid 2306583)	Halomonas sp. JS92-SW72	2306583
SRR15115267.8844547	Halomonas sp. JS92-SW72 (taxid 2306583)	Halomonas sp. JS92-SW72	2306583
SRR15115267.10060614	Halomonas sp. JS92-SW72 (taxid 2306583)	Halomonas sp. JS92-SW72	2306583
SRR15115267.14565643	Halomonas sp. JS92-SW72 (taxid 2306583)	Halomonas sp. JS92-SW72	2306583
SRR15115267.3161803	Halomonas sp. JS92-SW72 (taxid 2306583)	Halomonas sp. JS92-SW72	2306583
SRR15115267.11003547	Hydrogenophaga sp. NH-16 (taxid 2184519)	Hydrogenophaga sp. NH-16	2184519
SRR15115267.12198630	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115267.8736098	Hydrogenophaga sp. NH-16 (taxid 2184519)	Hydrogenophaga sp. NH-16	2184519
SRR15115267.16429701	Hydrogenophaga sp. NH-16 (taxid 2184519)	Hydrogenophaga sp. NH-16	2184519
SRR15115267.10226150	Hydrogenophaga sp. NH-16 (taxid 2184519)	Hydrogenophaga sp. NH-16	2184519
SRR15115267.3195207	Hydrogenophaga sp. NH-16 (taxid 2184519)	Hydrogenophaga sp. NH-16	2184519
SRR15115267.1837662	Hydrogenophaga sp. NH-16 (taxid 2184519)	Hydrogenophaga sp. NH-16	2184519
SRR15115267.14988535	Hydrogenophaga sp. NH-16 (taxid 2184519)	Hydrogenophaga sp. NH-16	2184519
SRR15115267.8546509	Hydrogenophaga sp. NH-16 (taxid 2184519)	Hydrogenophaga sp. NH-16	2184519
SRR15115267.13180469	Hydrogenophaga sp. NH-16 (taxid 2184519)	Hydrogenophaga sp. NH-16	2184519
SRR15115267.7945455	Hydrogenophaga sp. NH-16 (taxid 2184519)	Hydrogenophaga sp. NH-16	2184519
SRR15115267.5600660	Hydrogenophaga sp. NH-16 (taxid 2184519)	Hydrogenophaga sp. NH-16	2184519
SRR15115267.10216217	Hydrogenophaga sp. NH-16 (taxid 2184519)	Hydrogenophaga sp. NH-16	2184519
SRR15115267.13288365	Hydrogenophaga sp. NH-16 (taxid 2184519)	Hydrogenophaga sp. NH-16	2184519
SRR15115267.13288410	Hydrogenophaga sp. NH-16 (taxid 2184519)	Hydrogenophaga sp. NH-16	2184519
SRR15115267.7373594	Hydrogenophaga sp. NH-16 (taxid 2184519)	Hydrogenophaga sp. NH-16	2184519
SRR15115267.8748931	Hydrogenophaga sp. NH-16 (taxid 2184519)	Hydrogenophaga sp. NH-16	2184519
SRR15115267.14249221	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.14248016	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.13903244	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.12276425	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.12278307	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.10158541	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.5103880	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.12660611	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.2428088	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.7139997	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.1229849	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.1039829	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.4239060	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.9182147	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.2786207	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.13378034	Hydrogenophaga sp. NH-16 (taxid 2184519)	Hydrogenophaga sp. NH-16	2184519
SRR15115267.13378035	Hydrogenophaga sp. NH-16 (taxid 2184519)	Hydrogenophaga sp. NH-16	2184519
SRR15115267.20948248	Hydrogenophaga sp. NH-16 (taxid 2184519)	Hydrogenophaga sp. NH-16	2184519
SRR15115267.8399077	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115267.6769777	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.5904357	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.17902551	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.5357801	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.12792893	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.12100929	Paracoccus mutanolyticus (taxid 1499308)	Paracoccus mutanolyticus	1499308
SRR15115267.17864002	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.17864042	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.7574958	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.13438746	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.3935308	Paracoccus mutanolyticus (taxid 1499308)	Paracoccus mutanolyticus	1499308
SRR15115267.6957880	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.7457429	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.9905091	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.14676591	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.14676590	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.11304935	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.5441597	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.17133985	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.18595662	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.3980908	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.11024749	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.2880142	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.19357731	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.11206028	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.21025249	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.16018326	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.16219518	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115267.15182666	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.9732556	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.1652443	Halomonas sp. JS92-SW72 (taxid 2306583)	Halomonas sp. JS92-SW72	2306583
SRR15115267.15752522	Paracoccus mutanolyticus (taxid 1499308)	Paracoccus mutanolyticus	1499308
SRR15115267.726442	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.16585246	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.155669	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.6025150	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.4309744	Escherichia coli (taxid 562)	Escherichia coli	562
SRR15115267.3049729	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.13389980	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.1666003	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.18269221	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.18269428	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.2051033	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115267.21214328	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115267.5877084	Halomonas sp. JS92-SW72 (taxid 2306583)	Halomonas sp. JS92-SW72	2306583
SRR15115267.2614999	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.5252379	Flammeovirgaceae bacterium 311 (taxid 1257021)	Flammeovirgaceae bacterium 311	1257021
SRR15115267.5252719	Flammeovirgaceae bacterium 311 (taxid 1257021)	Flammeovirgaceae bacterium 311	1257021
SRR15115267.19217781	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.2419298	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.14344277	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.20882716	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.582397	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.11379641	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.14218625	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.16698220	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.20345960	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.10143692	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.2045618	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.10056571	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.14837311	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.36480	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115267.40434	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115267.1510061	Hydrogenophaga sp. NH-16 (taxid 2184519)	Hydrogenophaga sp. NH-16	2184519
SRR15115267.1510766	Hydrogenophaga sp. NH-16 (taxid 2184519)	Hydrogenophaga sp. NH-16	2184519
SRR15115267.13745593	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115267.10440709	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.19544214	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.19544236	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.6280266	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.19318639	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.4816393	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.16020873	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.17384422	Escherichia coli (taxid 562)	Escherichia coli	562
SRR15115267.10845472	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115267.18283417	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.21388676	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.21389358	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.13953033	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.8223278	Escherichia coli (taxid 562)	Escherichia coli	562
SRR15115267.8223305	Escherichia coli (taxid 562)	Escherichia coli	562
SRR15115267.15874739	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.9751915	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.3731131	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.9168950	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.10377506	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.7944018	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.12909793	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115267.14511824	Halomonas sp. JS92-SW72 (taxid 2306583)	Halomonas sp. JS92-SW72	2306583
SRR15115267.15514997	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.19144123	Halomonas sp. JS92-SW72 (taxid 2306583)	Halomonas sp. JS92-SW72	2306583
SRR15115267.19144124	Halomonas sp. JS92-SW72 (taxid 2306583)	Halomonas sp. JS92-SW72	2306583
SRR15115267.5786062	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.2169009	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.2369339	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.5787296	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.5787416	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.20465433	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.9420809	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.4923724	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.16710201	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.18650843	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.6089979	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.6544757	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.17059570	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.6004089	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.21522076	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.17112738	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.9370934	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.17645759	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.13007409	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.7641292	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.17713391	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.12283886	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.16196988	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115267.10274347	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.1242755	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.14192334	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.10178775	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.19122389	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.19122688	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.20649351	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.7632967	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.9962314	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.9965167	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.19315646	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.19315639	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.4576881	Hydrogenophaga sp. NH-16 (taxid 2184519)	Hydrogenophaga sp. NH-16	2184519
SRR15115267.9567749	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.6716260	Thalassotalea sp. PS06 (taxid 2594005)	Thalassotalea sp. PS06	2594005
SRR15115267.13721008	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.1202041	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.7712435	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.8224523	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.3015969	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.18993538	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.6982627	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.11182202	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.19780191	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.7549960	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115267.5477881	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.902365	Halomonas sp. JS92-SW72 (taxid 2306583)	Halomonas sp. JS92-SW72	2306583
SRR15115267.18413492	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115267.18413793	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115267.9057611	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.8369951	Hydrogenophaga sp. NH-16 (taxid 2184519)	Hydrogenophaga sp. NH-16	2184519
SRR15115267.5016937	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115267.18101070	Halomonas sp. JS92-SW72 (taxid 2306583)	Halomonas sp. JS92-SW72	2306583
SRR15115267.21528785	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115267.11458603	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.2721535	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115267.2721595	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115267.1980285	Halomonas sp. JS92-SW72 (taxid 2306583)	Halomonas sp. JS92-SW72	2306583
SRR15115267.4723220	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.4061295	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.1981490	Staphylococcus aureus (taxid 1280)	Staphylococcus aureus	1280
SRR15115267.1545503	Bacillus megaterium (taxid 1404)	Bacillus megaterium	1404
SRR15115267.9684717	Flammeovirgaceae bacterium 311 (taxid 1257021)	Flammeovirgaceae bacterium 311	1257021
SRR15115267.18441294	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115267.806850	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.14042461	Staphylococcus haemolyticus (taxid 1283)	Staphylococcus haemolyticus	1283
SRR15115267.9872842	Flavobacteriaceae bacterium MAR_2010_188 (taxid 1250295)	Flavobacteriaceae bacterium MAR_2010_188	1250295
SRR15115267.913742	Flammeovirgaceae bacterium 311 (taxid 1257021)	Flammeovirgaceae bacterium 311	1257021
SRR15115267.4850384	Halomonas sp. JS92-SW72 (taxid 2306583)	Halomonas sp. JS92-SW72	2306583
SRR15115267.7333753	Acinetobacter guillouiae (taxid 106649)	Acinetobacter guillouiae	106649
