SRR15115262.10017186	NZ_CP012354.1
SRR15115262.1822558	NZ_CP046319.1
SRR15115262.1822558	NZ_CP046319.1
SRR15115262.18244910	NZ_CP044548.2
SRR15115262.18244910	NZ_CP044548.2
SRR15115262.18287754	NZ_CP022298.1
SRR15115262.18287754	NZ_CP022298.1
SRR15115262.18343287	NZ_CP020369.1
SRR15115262.18355234	NC_009485.1
SRR15115262.18355234	NC_009485.1
SRR15115262.18368610	NZ_CP022298.1
SRR15115262.18368610	NZ_CP022298.1
SRR15115262.18373892	NZ_CP037424.1
SRR15115262.18373892	NZ_CP037424.1
SRR15115262.18440230	NZ_CP020369.1
SRR15115262.18495673	NZ_CP022298.1
SRR15115262.18509321	NZ_CP023705.1
SRR15115262.18548750	NZ_CP045291.1
SRR15115262.18548750	NZ_CP045291.1
SRR15115262.18557638	NZ_CP031011.1
SRR15115262.18557638	NZ_CP031011.1
SRR15115262.18625935	NZ_CP031011.1
SRR15115262.18625935	NZ_CP031011.1
SRR15115262.18645742	NZ_CP031011.1
SRR15115262.18645742	NZ_CP031011.1
SRR15115262.18647395	NZ_LR607360.1
SRR15115262.18688966	NZ_CP044548.2
SRR15115262.18688966	NZ_CP044548.2
SRR15115262.18869025	NZ_CP030053.1
SRR15115262.18869295	NZ_CP030053.1
SRR15115262.18869295	NZ_CP030053.1
SRR15115262.18900163	NZ_CP015220.1
SRR15115262.18900163	NZ_CP015220.1
SRR15115262.18915134	NZ_CP033953.1
SRR15115262.18918943	NZ_LR607360.1
SRR15115262.18920028	NZ_CP007437.1
SRR15115262.18920028	NZ_CP044548.2
SRR15115262.18977451	NZ_AP014630.1
SRR15115262.1898962	NZ_CP033718.1
SRR15115262.1898962	NZ_CP033718.1
SRR15115262.19016106	NZ_CP044548.2
SRR15115262.19016106	NZ_CP044548.2
SRR15115262.19020071	NZ_CP022298.1
SRR15115262.19020071	NZ_CP022298.1
SRR15115262.19022303	NZ_CP026366.1
SRR15115262.19022303	NZ_CP026366.1
SRR15115262.19048508	NZ_CP031011.1
SRR15115262.19055427	NZ_CP020369.1
SRR15115262.19090561	NZ_CP037424.1
SRR15115262.19090561	NZ_CP037424.1
SRR15115262.19135862	NC_009485.1
SRR15115262.19135862	NC_009485.1
SRR15115262.19167402	NZ_CP044548.2
SRR15115262.19167402	NZ_CP044548.2
SRR15115262.1919874	NZ_CP046296.1
SRR15115262.19247430	NZ_AP022844.1
SRR15115262.19247430	NZ_AP022844.1
SRR15115262.19259273	NZ_CP022298.1
SRR15115262.19259273	NZ_CP022298.1
SRR15115262.19270169	NZ_CP025298.1
SRR15115262.19270169	NZ_CP025298.1
SRR15115262.19291587	NZ_CP045291.1
SRR15115262.19291587	NZ_CP045291.1
SRR15115262.19306607	NZ_CP013916.1
SRR15115262.19337444	NC_009485.1
SRR15115262.19337444	NC_009485.1
SRR15115262.19370563	NZ_CP044548.2
SRR15115262.19370563	NZ_CP044548.2
SRR15115262.19383918	NZ_CP041066.1
SRR15115262.19383918	NZ_CP041066.1
SRR15115262.19398073	NZ_CP050523.1
SRR15115262.19425097	NZ_CP044548.2
SRR15115262.19425097	NZ_CP044548.2
SRR15115262.19474701	NZ_CP022298.1
SRR15115262.19501447	NZ_CP020369.1
SRR15115262.19526066	NZ_CP040019.1
SRR15115262.19554034	NZ_CP043307.1
SRR15115262.19562415	NZ_CP046295.1
SRR15115262.19562415	NZ_CP046295.1
SRR15115262.19603866	NZ_CP032147.1
SRR15115262.19688644	NZ_CP025616.2
SRR15115262.19730008	NZ_CP025298.1
SRR15115262.19730008	NZ_CP025298.1
SRR15115262.19762390	NZ_CP044548.2
SRR15115262.19762390	NZ_CP044548.2
SRR15115262.19774186	NZ_CP022298.1
SRR15115262.19821883	NZ_CP044548.2
SRR15115262.19821883	NZ_CP044548.2
SRR15115262.19837440	NZ_CP020369.1
SRR15115262.19843574	NZ_CP044548.2
SRR15115262.19843574	NZ_CP044548.2
SRR15115262.19846813	NZ_CP040257.1
SRR15115262.19850244	NZ_CP024176.2
SRR15115262.19850244	NZ_CP024176.2
SRR15115262.19863531	NZ_CP022298.1
SRR15115262.19863531	NZ_CP022298.1
SRR15115262.19948921	NZ_CP016023.1
SRR15115262.19949009	NZ_CP016023.1
SRR15115262.19951020	NZ_CP020369.1
SRR15115262.19953645	NZ_CP050529.1
SRR15115262.19955397	NZ_CP031011.1
SRR15115262.19955397	NZ_CP031011.1
SRR15115262.19960733	NZ_CP022298.1
SRR15115262.19960733	NZ_CP022298.1
SRR15115262.20000798	NZ_CP044065.1
SRR15115262.20008698	NZ_CP020369.1
SRR15115262.20040374	NZ_CP044548.2
SRR15115262.20040374	NZ_CP044548.2
SRR15115262.20052853	NZ_CP054803.1
SRR15115262.20052853	NZ_AP014630.1
SRR15115262.20075297	NZ_CP044548.2
SRR15115262.20075297	NZ_CP044548.2
SRR15115262.20085804	NZ_CP016448.1
SRR15115262.20091273	NZ_CP023705.1
SRR15115262.20091273	NZ_CP023705.1
SRR15115262.20094071	NZ_CP046296.1
SRR15115262.20111739	NZ_CP024180.2
SRR15115262.20134600	NZ_CP043307.1
SRR15115262.20135366	NZ_CP022745.1
SRR15115262.20135366	NZ_CP022745.1
SRR15115262.20137522	NZ_CP022298.1
SRR15115262.20137522	NZ_CP022298.1
SRR15115262.20140458	NZ_CP044548.2
SRR15115262.20140458	NZ_CP044548.2
SRR15115262.20164170	NZ_CP044548.2
SRR15115262.20164170	NZ_CP044548.2
SRR15115262.20166551	NZ_CP029210.1
SRR15115262.20166551	NZ_CP029210.1
SRR15115262.20171274	NZ_CP050525.1
SRR15115262.20203981	NZ_CP012332.1
SRR15115262.20203981	NZ_CP044548.2
SRR15115262.20207124	NZ_CP044548.2
SRR15115262.20207124	NZ_CP012332.1
SRR15115262.20224698	NZ_CP037424.1
SRR15115262.20230649	NZ_CP017420.1
SRR15115262.20354598	NZ_LR607360.1
SRR15115262.20357993	NZ_CP022298.1
SRR15115262.20357993	NZ_CP022298.1
SRR15115262.20375391	NZ_CP054822.1
SRR15115262.20375391	NZ_CP054822.1
SRR15115262.2037916	NZ_CP020369.1
SRR15115262.2045675	NZ_CP044548.2
SRR15115262.2045675	NZ_CP044548.2
SRR15115262.2070101	NZ_AP015029.1
SRR15115262.2073651	NZ_CP007437.1
SRR15115262.2073651	NZ_CP044548.2
SRR15115262.209956	NZ_CP022298.1
SRR15115262.2112673	NZ_CP050525.1
SRR15115262.2116008	NZ_CP022298.1
SRR15115262.2165534	NZ_CP027778.1
SRR15115262.2258763	NZ_CP044548.2
SRR15115262.2258763	NZ_CP044548.2
SRR15115262.2261574	NZ_CP046608.1
SRR15115262.2293576	NZ_CP022298.1
SRR15115262.229933	NZ_CP022298.1
SRR15115262.229933	NZ_CP022298.1
SRR15115262.2385352	NZ_CP024443.1
SRR15115262.2385352	NZ_CP024443.1
SRR15115262.2400890	NZ_CP044548.2
SRR15115262.2400890	NZ_CP044548.2
SRR15115262.2441544	NZ_CP022298.1
SRR15115262.2441544	NZ_CP022298.1
SRR15115262.2469263	NC_009485.1
SRR15115262.2469263	NC_009485.1
SRR15115262.2492792	NZ_CP027611.1
SRR15115262.2492792	NZ_CP027611.1
SRR15115262.2510114	NZ_CP044548.2
SRR15115262.2510114	NZ_CP044548.2
SRR15115262.2536063	NZ_CP031011.1
SRR15115262.2541592	NZ_CP050525.1
SRR15115262.2545020	NZ_CP025298.1
SRR15115262.2545020	NZ_CP025298.1
SRR15115262.2550960	NZ_CP023705.1
SRR15115262.2563213	NZ_CP037424.1
SRR15115262.2563213	NZ_CP037424.1
SRR15115262.2731028	NZ_CP016023.1
SRR15115262.2731028	NZ_CP016023.1
SRR15115262.2745361	NZ_CP037424.1
SRR15115262.2760745	NZ_CP023705.1
SRR15115262.2761129	NZ_CP023705.1
SRR15115262.2761129	NZ_CP023705.1
SRR15115262.2769558	NZ_CP023705.1
SRR15115262.277405	NZ_CP043307.1
SRR15115262.277405	NZ_CP043307.1
SRR15115262.2777803	NZ_LR607360.1
SRR15115262.2792613	NZ_CP012351.1
SRR15115262.2792613	NZ_CP012351.1
SRR15115262.2834100	NZ_CP024180.2
SRR15115262.2834100	NZ_CP024180.2
SRR15115262.2841556	NZ_CP020369.1
SRR15115262.2852582	NZ_CP043307.1
SRR15115262.2867694	NZ_CP044548.2
SRR15115262.290067	NZ_CP033231.1
SRR15115262.2935931	NZ_LR607360.1
SRR15115262.294673	NZ_CP051128.1
SRR15115262.294673	NZ_CP051128.1
SRR15115262.2967801	NZ_CP037424.1
SRR15115262.2967801	NZ_CP037424.1
SRR15115262.297967	NC_009485.1
SRR15115262.297967	NC_009485.1
SRR15115262.299072	NC_009485.1
SRR15115262.3017049	NZ_CP050431.1
SRR15115262.3017049	NZ_CP050431.1
SRR15115262.3017857	NZ_CP024180.2
SRR15115262.3017857	NZ_CP024180.2
SRR15115262.3065213	NZ_CP037424.1
SRR15115262.3065213	NZ_CP037424.1
SRR15115262.3137341	NZ_CP044548.2
SRR15115262.3137341	NZ_CP044548.2
SRR15115262.3156747	NZ_CP037424.1
SRR15115262.3195388	NZ_CP027241.1
SRR15115262.3195388	NZ_CP013671.1
SRR15115262.3196393	NZ_LT629302.1
SRR15115262.3196393	NZ_CP027241.1
SRR15115262.3238609	NC_009485.1
SRR15115262.3238609	NC_009485.1
SRR15115262.3255853	NZ_CP020369.1
SRR15115262.3259500	NZ_CP037424.1
SRR15115262.3273170	NZ_CP047699.1
SRR15115262.3273170	NZ_CP047699.1
SRR15115262.3294023	NZ_CP021448.1
SRR15115262.3294023	NZ_CP021448.1
SRR15115262.33021	NZ_CP046654.1
SRR15115262.330422	NZ_CP050529.1
SRR15115262.3306693	NZ_CP037424.1
SRR15115262.3306693	NZ_CP037424.1
SRR15115262.3326536	NZ_LR607360.1
SRR15115262.3352581	NZ_CP044548.2
SRR15115262.3352581	NZ_CP044548.2
SRR15115262.3353449	NZ_LR607360.1
SRR15115262.3411176	NZ_CP037424.1
SRR15115262.3411176	NZ_CP037424.1
SRR15115262.3513069	NZ_CP044548.2
SRR15115262.3516225	NZ_LT598688.1
SRR15115262.3516225	NZ_LT598688.1
SRR15115262.3541156	NZ_CP040429.1
SRR15115262.3541156	NZ_CP040429.1
SRR15115262.3550394	NZ_CP041689.1
SRR15115262.35557	NZ_CP022298.1
SRR15115262.35557	NZ_CP022298.1
SRR15115262.3564193	NZ_CP016023.1
SRR15115262.3592773	NZ_CP037424.1
SRR15115262.3592773	NZ_CP037424.1
SRR15115262.3614742	NZ_CP021652.1
SRR15115262.3614742	NZ_CP021652.1
SRR15115262.3638176	NZ_CP012350.1
SRR15115262.3638176	NZ_CP012350.1
SRR15115262.3638499	NZ_CP033718.1
SRR15115262.3641649	NZ_CP022298.1
SRR15115262.3641649	NZ_CP022298.1
SRR15115262.3641814	NZ_CP017420.1
SRR15115262.3641814	NZ_CP017420.1
SRR15115262.3641948	NZ_CP017420.1
SRR15115262.3668374	NZ_CP017420.1
SRR15115262.3668374	NZ_CP017420.1
SRR15115262.3716662	NZ_CP050529.1
SRR15115262.3716662	NZ_CP050529.1
SRR15115262.3753201	NZ_CP033953.1
SRR15115262.3758648	NZ_CP022298.1
SRR15115262.3758648	NZ_CP022298.1
SRR15115262.3758669	NZ_CP037424.1
SRR15115262.377154	NC_009485.1
SRR15115262.377154	NC_009485.1
SRR15115262.3772449	NZ_CP044548.2
SRR15115262.3773943	NZ_CP044548.2
SRR15115262.3773943	NZ_CP044548.2
SRR15115262.377430	NZ_CP045291.1
SRR15115262.377430	NZ_CP045291.1
SRR15115262.377707	NZ_CP045291.1
SRR15115262.3865244	NZ_CP037424.1
SRR15115262.3865244	NZ_CP037424.1
SRR15115262.3906495	NZ_CP037424.1
SRR15115262.3906495	NZ_CP037424.1
SRR15115262.3932722	NZ_CP020369.1
SRR15115262.3979445	NZ_CP022298.1
SRR15115262.3979445	NZ_CP022298.1
SRR15115262.3979517	NZ_CP022298.1
SRR15115262.3984526	NZ_CP037424.1
SRR15115262.3984526	NZ_CP037424.1
SRR15115262.4000679	NZ_CP022298.1
SRR15115262.4000679	NZ_CP022298.1
SRR15115262.4003848	NZ_CP022298.1
SRR15115262.4003848	NZ_CP022298.1
SRR15115262.4133234	NZ_CP054690.1
SRR15115262.4133234	NZ_CP044548.2
SRR15115262.418015	NZ_CP031011.1
SRR15115262.4197095	NZ_CP022298.1
SRR15115262.4211992	NZ_CP020369.1
SRR15115262.4220464	NZ_CP043307.1
SRR15115262.4220464	NZ_CP043307.1
SRR15115262.4220554	NZ_CP042929.1
SRR15115262.4220554	NZ_CP042929.1
SRR15115262.4230154	NZ_CP022298.1
SRR15115262.4230154	NZ_CP022298.1
SRR15115262.4286561	NZ_CP022298.1
SRR15115262.4286561	NZ_CP022298.1
SRR15115262.4296563	NZ_CP054803.1
SRR15115262.4296563	NZ_CP054803.1
SRR15115262.4318288	NZ_CP044548.2
SRR15115262.4318288	NZ_CP044548.2
SRR15115262.4328957	NZ_CP031011.1
SRR15115262.4328957	NZ_CP031011.1
SRR15115262.4333550	NZ_CP046609.1
SRR15115262.4333550	NZ_CP046609.1
SRR15115262.4338780	NC_009485.1
SRR15115262.4338780	NC_009485.1
SRR15115262.4379224	NZ_CP029551.1
SRR15115262.4379224	NZ_CP029551.1
SRR15115262.4422996	NZ_CP044548.2
SRR15115262.444972	NZ_CP045030.1
SRR15115262.444972	NZ_CP045030.1
SRR15115262.448855	NZ_CP022298.1
SRR15115262.448855	NZ_CP022298.1
SRR15115262.4515371	NZ_CP022298.1
SRR15115262.4515371	NZ_CP022298.1
SRR15115262.4538984	NZ_CP045291.1
SRR15115262.4538984	NZ_CP045291.1
SRR15115262.4541091	NZ_CP023705.1
SRR15115262.4547484	NZ_CP020369.1
SRR15115262.4556381	NZ_CP029551.1
SRR15115262.4556381	NZ_CP029551.1
SRR15115262.4557520	NZ_CP023705.1
SRR15115262.4557520	NZ_CP023705.1
SRR15115262.4561152	NZ_CP050529.1
SRR15115262.4561152	NZ_CP050529.1
SRR15115262.4576196	NZ_CP037424.1
SRR15115262.4576196	NZ_CP037424.1
SRR15115262.4602278	NZ_CP037424.1
SRR15115262.4602278	NZ_CP037424.1
SRR15115262.4610042	NZ_CP037424.1
SRR15115262.4610042	NZ_CP037424.1
SRR15115262.4613374	NZ_CP012004.1
SRR15115262.4654509	NZ_CP027778.1
SRR15115262.4660113	NZ_CP041066.1
SRR15115262.4660113	NZ_CP041066.1
SRR15115262.4662467	NZ_CP022298.1
SRR15115262.4662467	NZ_CP022298.1
SRR15115262.4663819	NZ_CP031011.1
SRR15115262.4663819	NZ_CP031011.1
SRR15115262.4681901	NZ_CP020369.1
SRR15115262.472669	NZ_CP045291.1
SRR15115262.472669	NZ_CP045291.1
SRR15115262.4746550	NC_009485.1
SRR15115262.4746550	NC_009485.1
SRR15115262.4747318	NZ_AP017381.1
SRR15115262.4750814	NZ_CP022298.1
SRR15115262.4750814	NZ_CP022298.1
SRR15115262.4819160	NZ_CP020369.1
SRR15115262.4821003	NZ_CP044548.2
SRR15115262.4827336	NC_009485.1
SRR15115262.4827336	NC_009485.1
SRR15115262.4878286	NZ_CP022298.1
SRR15115262.4878286	NZ_CP022298.1
SRR15115262.4941672	NZ_CP044548.2
SRR15115262.4960847	NZ_CP031011.1
SRR15115262.4960847	NZ_CP031011.1
SRR15115262.4963562	NZ_LR607360.1
SRR15115262.5051007	NZ_CP037424.1
SRR15115262.5051007	NZ_CP037424.1
SRR15115262.5101271	NZ_CP022298.1
SRR15115262.5101271	NZ_CP022298.1
SRR15115262.5174415	NZ_CP047226.1
SRR15115262.5177120	NZ_CP017420.1
SRR15115262.5177120	NZ_CP017420.1
SRR15115262.5177170	NZ_CP017420.1
SRR15115262.5177170	NZ_CP017420.1
SRR15115262.5217366	NZ_CP037424.1
SRR15115262.5228116	NZ_CP029210.1
SRR15115262.5228116	NZ_CP029210.1
SRR15115262.5235118	NZ_CP029210.1
SRR15115262.5235118	NZ_CP029210.1
SRR15115262.5239684	NZ_CP022298.1
SRR15115262.5239684	NZ_CP022298.1
SRR15115262.5270	NZ_CP035765.1
SRR15115262.5270	NZ_CP035765.1
SRR15115262.528558	NZ_CP012351.1
SRR15115262.5307790	NZ_CP029344.1
SRR15115262.5349756	NZ_CP037424.1
SRR15115262.5349756	NZ_CP037424.1
SRR15115262.5377776	NZ_CP043417.1
SRR15115262.539483	NZ_CP031011.1
SRR15115262.5431854	NZ_CP042164.1
SRR15115262.5431854	NZ_CP042164.1
SRR15115262.5435601	NZ_CP030053.1
SRR15115262.5459361	NZ_CP050525.1
SRR15115262.5459361	NZ_CP050525.1
SRR15115262.548091	NZ_CP029210.1
SRR15115262.548091	NZ_CP029210.1
SRR15115262.5499843	NZ_CP050529.1
SRR15115262.5528269	NZ_CP045291.1
SRR15115262.5528269	NZ_CP045291.1
SRR15115262.55449	NZ_CP022298.1
SRR15115262.55449	NZ_CP022298.1
SRR15115262.55517	NZ_CP037424.1
SRR15115262.5565109	NZ_CP037424.1
SRR15115262.5570485	NZ_CP037424.1
SRR15115262.5570485	NZ_CP037424.1
SRR15115262.5579658	NZ_CP022298.1
SRR15115262.5579658	NZ_CP022298.1
SRR15115262.5590536	NZ_CP039341.1
SRR15115262.5590536	NZ_CP039341.1
SRR15115262.5595154	NZ_CP022298.1
SRR15115262.5595154	NZ_CP022298.1
SRR15115262.5595384	NZ_CP037424.1
SRR15115262.5595384	NZ_CP037424.1
SRR15115262.5617891	NZ_CP046609.1
SRR15115262.562918	NZ_CP020369.1
SRR15115262.5630700	NZ_CP054822.1
SRR15115262.5630700	NZ_CP054822.1
SRR15115262.5673773	NZ_CP025616.2
SRR15115262.5673773	NZ_CP025616.2
SRR15115262.5714668	NZ_CP037424.1
SRR15115262.583364	NZ_CP022298.1
SRR15115262.583364	NZ_CP022298.1
SRR15115262.5833743	NZ_CP022298.1
SRR15115262.5833743	NZ_CP022298.1
SRR15115262.5841967	NZ_CP022298.1
SRR15115262.5841967	NZ_CP022298.1
SRR15115262.5842601	NZ_CP022298.1
SRR15115262.5842601	NZ_CP022298.1
SRR15115262.5863544	NZ_CP032147.1
SRR15115262.5863544	NZ_CP032147.1
SRR15115262.5880899	NZ_CP054822.1
SRR15115262.5880899	NZ_CP054822.1
SRR15115262.5964432	NZ_CP050529.1
SRR15115262.5972669	NZ_CP037424.1
SRR15115262.5972669	NZ_CP037424.1
SRR15115262.5986600	NZ_CP022298.1
SRR15115262.5986600	NZ_CP022298.1
SRR15115262.6009450	NZ_CP022298.1
SRR15115262.6009450	NZ_CP022298.1
SRR15115262.6090419	NZ_CP037424.1
SRR15115262.6153143	NZ_CP023538.1
SRR15115262.6153355	NZ_CP023538.1
SRR15115262.6156183	NZ_CP020369.1
SRR15115262.6207050	NZ_CP044548.2
SRR15115262.6207050	NZ_CP044548.2
SRR15115262.6227182	NZ_CP022298.1
SRR15115262.6227182	NZ_CP022298.1
SRR15115262.6233003	NZ_CP037424.1
SRR15115262.6242554	NZ_CP022560.1
SRR15115262.6242554	NZ_CP022560.1
SRR15115262.631785	NZ_CP040019.1
SRR15115262.6328840	NZ_CP029344.1
SRR15115262.6351956	NZ_CP044548.2
SRR15115262.6353251	NZ_CP010781.1
SRR15115262.6353251	NZ_CP010781.1
SRR15115262.6390732	NZ_CP022298.1
SRR15115262.6392307	NZ_CP015220.1
SRR15115262.6427985	NZ_CP027778.1
SRR15115262.6430247	NZ_CP020369.1
SRR15115262.644137	NZ_CP031011.1
SRR15115262.644137	NZ_CP031011.1
SRR15115262.6495542	NZ_CP044548.2
SRR15115262.6495542	NZ_CP044548.2
SRR15115262.6496644	NZ_LR607360.1
SRR15115262.6528757	NZ_CP044548.2
SRR15115262.6528757	NZ_CP044548.2
SRR15115262.6543434	NZ_CP019143.1
SRR15115262.6543434	NZ_CP019143.1
SRR15115262.6551987	NZ_CP020369.1
SRR15115262.6554807	NZ_CP023705.1
SRR15115262.6568804	NZ_CP037424.1
SRR15115262.6568804	NZ_CP037424.1
SRR15115262.6616650	NZ_CP044548.2
SRR15115262.6642662	NZ_LR607360.1
SRR15115262.6661005	NZ_CP020369.1
SRR15115262.6679125	NZ_CP043307.1
SRR15115262.6698877	NZ_CP030053.1
SRR15115262.6698877	NZ_CP030053.1
SRR15115262.6732694	NZ_CP020369.1
SRR15115262.6737605	NZ_CP029210.1
SRR15115262.6737605	NZ_CP029210.1
SRR15115262.6743297	NZ_CP037424.1
SRR15115262.6743909	NZ_CP031011.1
SRR15115262.6756316	NZ_LR607360.1
SRR15115262.6847217	NZ_CP020369.1
SRR15115262.6885235	NZ_CP040257.1
SRR15115262.6885235	NZ_CP040257.1
SRR15115262.6930944	NZ_CP031011.1
SRR15115262.6930944	NZ_CP031011.1
SRR15115262.6962938	NZ_CP020369.1
SRR15115262.6967752	NZ_AP017381.1
SRR15115262.6967752	NZ_AP017381.1
SRR15115262.6970225	NZ_CP029210.1
SRR15115262.6970225	NZ_CP029210.1
SRR15115262.6980049	NZ_CP037424.1
SRR15115262.6980049	NZ_CP037424.1
SRR15115262.7005485	NZ_CP051467.1
SRR15115262.7005485	NZ_CP051467.1
SRR15115262.703068	NZ_CP031011.1
SRR15115262.703068	NZ_CP031011.1
SRR15115262.7064580	NZ_CP033842.1
SRR15115262.7064580	NZ_CP033842.1
SRR15115262.7084470	NZ_CP045291.1
SRR15115262.7084470	NZ_CP045291.1
SRR15115262.7108270	NZ_CP032147.1
SRR15115262.7108270	NZ_CP032147.1
SRR15115262.7109003	NZ_CP037424.1
SRR15115262.7109003	NZ_CP037424.1
SRR15115262.7120040	NZ_CP031011.1
SRR15115262.7151396	NZ_CP022298.1
SRR15115262.7151396	NZ_CP022298.1
SRR15115262.7174646	NZ_CP022298.1
SRR15115262.7174646	NZ_CP022298.1
SRR15115262.7175847	NZ_CP022298.1
SRR15115262.7175847	NZ_CP022298.1
SRR15115262.7176366	NZ_CP020369.1
SRR15115262.718478	NZ_CP046319.1
SRR15115262.718478	NZ_CP046319.1
SRR15115262.7231319	NZ_CP024180.2
SRR15115262.7231319	NZ_CP024180.2
SRR15115262.7236388	NZ_CP016022.1
SRR15115262.7236388	NZ_CP016022.1
SRR15115262.7237972	NZ_CP023705.1
SRR15115262.7237972	NZ_CP023705.1
SRR15115262.7272155	NZ_CP031011.1
SRR15115262.7272155	NZ_CP031011.1
SRR15115262.7312008	NZ_CP012606.1
SRR15115262.7312008	NZ_CP012606.1
SRR15115262.7366786	NZ_CP022298.1
SRR15115262.7366786	NZ_CP022298.1
SRR15115262.7407639	NZ_CP040433.1
SRR15115262.7407639	NZ_CP040433.1
SRR15115262.7417348	NZ_CP022298.1
SRR15115262.7427476	NZ_CP044548.2
SRR15115262.7469170	NZ_CP043307.1
SRR15115262.7470911	NC_009485.1
SRR15115262.7491655	NZ_CP022298.1
SRR15115262.7512803	NZ_CP037424.1
SRR15115262.7512803	NZ_CP037424.1
SRR15115262.7512883	NZ_CP044548.2
SRR15115262.7563528	NC_009485.1
SRR15115262.7563528	NC_009485.1
SRR15115262.7601401	NZ_CP022298.1
SRR15115262.7601401	NZ_CP022298.1
SRR15115262.7620550	NZ_CP037424.1
SRR15115262.7676085	NZ_CP022298.1
SRR15115262.7676204	NZ_CP020369.1
SRR15115262.7722202	NZ_CP050529.1
SRR15115262.7732284	NZ_CP020369.1
SRR15115262.7779504	NZ_CP020369.1
SRR15115262.7789122	NZ_CP046296.1
SRR15115262.7789122	NZ_CP046296.1
SRR15115262.7794494	NZ_CP022298.1
SRR15115262.7794494	NZ_CP022298.1
SRR15115262.7817450	NZ_CP037424.1
SRR15115262.7817450	NZ_CP037424.1
SRR15115262.7822339	NZ_CP037424.1
SRR15115262.783221	NZ_CP022298.1
SRR15115262.7837751	NZ_CP020369.1
SRR15115262.7848856	NZ_CP037424.1
SRR15115262.785124	NZ_CP022657.1
SRR15115262.785124	NZ_CP022657.1
SRR15115262.78535	NZ_CP031011.1
SRR15115262.7889751	NZ_CP023705.1
SRR15115262.7895660	NC_009485.1
SRR15115262.7895660	NC_009485.1
SRR15115262.7986155	NZ_CP044548.2
SRR15115262.7989786	NZ_CP044548.2
SRR15115262.7989786	NZ_CP044548.2
SRR15115262.8009170	NZ_CP022298.1
SRR15115262.8009170	NZ_CP022298.1
SRR15115262.8009330	NZ_CP022298.1
SRR15115262.8012770	NZ_CP022298.1
SRR15115262.8042545	NZ_LR607360.1
SRR15115262.8068792	NZ_CP020369.1
SRR15115262.8111204	NZ_CP012605.1
SRR15115262.8111204	NZ_CP012605.1
SRR15115262.8122410	NZ_CP016448.1
SRR15115262.8122410	NZ_CP016448.1
SRR15115262.817994	NZ_CP044548.2
SRR15115262.817994	NZ_CP044548.2
SRR15115262.8183745	NZ_CP044255.1
SRR15115262.8183745	NZ_CP044255.1
SRR15115262.8209858	NZ_LR607360.1
SRR15115262.8272142	NZ_CP044548.2
SRR15115262.8282732	NZ_CP009743.1
SRR15115262.8299137	NZ_CP050525.1
SRR15115262.8366809	NZ_CP013916.1
SRR15115262.8366809	NZ_CP013916.1
SRR15115262.8393446	NZ_CP043307.1
SRR15115262.8400845	NZ_CP022298.1
SRR15115262.8400845	NZ_CP022298.1
SRR15115262.8426656	NZ_CP022298.1
SRR15115262.8426656	NZ_CP022298.1
SRR15115262.8448511	NZ_CP044548.2
SRR15115262.8448511	NZ_CP044548.2
SRR15115262.8451997	NZ_CP020369.1
SRR15115262.8457260	NZ_CP022298.1
SRR15115262.8485662	NZ_CP033953.1
SRR15115262.8485662	NZ_CP033953.1
SRR15115262.8485752	NZ_CP033953.1
SRR15115262.8500160	NZ_CP016022.1
SRR15115262.8500160	NZ_CP016022.1
SRR15115262.8544624	NZ_CP012350.1
SRR15115262.8544624	NZ_CP012350.1
SRR15115262.8546308	NZ_CP022298.1
SRR15115262.8561941	NZ_CP020369.1
SRR15115262.8568082	NZ_CP022298.1
SRR15115262.8581708	NZ_LR607360.1
SRR15115262.8585998	NZ_CP037424.1
SRR15115262.8587469	NZ_CP031011.1
SRR15115262.8587469	NZ_CP031011.1
SRR15115262.8636844	NZ_CP050529.1
SRR15115262.8656700	NZ_CP023140.1
SRR15115262.8656700	NZ_CP023140.1
SRR15115262.8709995	NZ_CP022745.1
SRR15115262.8709995	NZ_CP022745.1
SRR15115262.8749433	NZ_CP037424.1
SRR15115262.8749433	NZ_CP037424.1
SRR15115262.8751910	NZ_CP020369.1
SRR15115262.8788718	NZ_CP050529.1
SRR15115262.8788718	NZ_CP050529.1
SRR15115262.8810503	NZ_CP022298.1
SRR15115262.8810503	NZ_CP022298.1
SRR15115262.9005558	NZ_CP054803.1
SRR15115262.9039363	NZ_CP044548.2
SRR15115262.9039363	NZ_CP044548.2
SRR15115262.9042984	NZ_CP020369.1
SRR15115262.9068535	NZ_CP027246.2
SRR15115262.9076637	NZ_CP037424.1
SRR15115262.9096781	NZ_CP037424.1
SRR15115262.9121800	NZ_CP012352.1
SRR15115262.9137575	NZ_CP020369.1
SRR15115262.9174936	NZ_CP014234.1
SRR15115262.9202630	NZ_CP013916.1
SRR15115262.9202630	NZ_CP013916.1
SRR15115262.9202934	NZ_CP013916.1
SRR15115262.9202934	NZ_CP013916.1
SRR15115262.924984	NZ_CP037424.1
SRR15115262.9249919	NZ_CP022745.1
SRR15115262.9249919	NZ_CP022745.1
SRR15115262.9262228	NZ_CP020369.1
SRR15115262.9283863	NZ_CP043842.1
SRR15115262.9283863	NZ_CP043842.1
SRR15115262.9297751	NZ_CP020369.1
SRR15115262.9354943	NZ_CP044548.2
SRR15115262.9354943	NZ_CP044548.2
SRR15115262.9444553	NZ_CP020369.1
SRR15115262.9449736	NZ_CP011514.1
SRR15115262.9449736	NZ_CP039339.1
